查詢公司名稱,公司名稱,統一編號,登記現況,資本總額(元),代表人姓名,公司所在地
金寶電子工業股份有限公司,"金寶電子工業股份有限公司  Google搜尋  (出進口廠商英文名稱：KINPO ELECTRONICS, INC.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",04370927   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",許介立,臺北市松山區南京東路五段99號10樓 地址所屬公司家數: 6  電子地圖
連線商業銀行股份有限公司,連線商業銀行股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,83477590   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"15,000,000,000",黃仁埈,臺北市內湖區瑞光路333號3樓及4樓 地址所屬公司家數: 1  電子地圖
台北金融大樓股份有限公司,台北金融大樓股份有限公司  Google搜尋  (出進口廠商英文名稱：TAIPEI FINANCIAL CENTER CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16095410   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"24,500,000,000",賈永媫,臺北市信義區市府路45號B1-5F、B1之1、4F之1及6F之1、信義路五段7號59-60樓、89樓、101樓 地址所屬公司家數: 1  電子地圖
統一綜合證券股份有限公司,統一綜合證券股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,23218183   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"15,000,000,000",林寬成,臺北市松山區新聚里東興路8號1~7樓、11樓、12樓及地下1樓 地址所屬公司家數: 1  電子地圖
三福氣體股份有限公司,"三福氣體股份有限公司  Google搜尋  (出進口廠商英文名稱：AIR PRODUCTS SAN FU CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",11072509   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",陸可為 Kurt Andre E. Lefevere,臺北市中山區中山北路二段21號5樓 地址所屬公司家數: 3  電子地圖
渢妙離岸風力發電股份有限公司,渢妙離岸風力發電股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,88233975   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"14,382,787,020",Thomas Wibe Poulsen,臺北市信義區忠孝東路五段68號26樓 地址所屬公司家數: 15  電子地圖
中鴻鋼鐵股份有限公司,中鴻鋼鐵股份有限公司  Google搜尋  (出進口廠商英文名稱：CHUNG HUNG STEEL CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,07838854   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,431,600,000",曾貴松,高雄市橋頭區芋寮里芋寮路317號 地址所屬公司家數: 1  電子地圖
仲昱電業股份有限公司,仲昱電業股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,83095755   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"15,000,000,000",陳鳳龍,臺北市內湖區瑞光路362號8樓 地址所屬公司家數: 61  電子地圖
遠東百貨股份有限公司,"遠東百貨股份有限公司  Google搜尋  (出進口廠商英文名稱：FAR EASTERN DEPT. STORE, LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",03521905   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"17,500,000,000",徐旭東,新北市板橋區新站路16號18樓 地址所屬公司家數: 7  電子地圖
鴻準精密工業股份有限公司,"鴻準精密工業股份有限公司  Google搜尋  (出進口廠商英文名稱：FOXCONN TECHNOLOGY CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",23707801   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",陳國寶,新北市土城區中山路3之2號 地址所屬公司家數: 6  電子地圖
中發控股股份有限公司,中發控股股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,50806207   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"13,992,000,000",,高雄市前鎮區成功二路88號15樓 地址所屬公司家數: 1  電子地圖
中能發電股份有限公司,中能發電股份有限公司  Google搜尋  (出進口廠商英文名稱：China Steel Power Corporation) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,83529470   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"13,986,000,000",,彰化縣彰化市中華西路369號10樓之1 地址所屬公司家數: 3  電子地圖
頂基開發股份有限公司,頂基開發股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,29068963   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"19,448,000,000",陳宏隆,臺北市內湖區內湖路1段66號6樓 地址所屬公司家數: 11  電子地圖
聯成化學科技股份有限公司,聯成化學科技股份有限公司  Google搜尋  (出進口廠商英文名稱：UPC TECHNOLOGY CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,04748660   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",苗豐強,臺北市南港區南港路一段209號A棟9樓 地址所屬公司家數: 2  電子地圖
力晶創新投資控股股份有限公司,"力晶創新投資控股股份有限公司  Google搜尋  (出進口廠商英文名稱：POWERCHIP INVESTMENT HOLDING CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
111年09月26日 發文號11101184030變更名稱 （前名稱：力晶科技股份有限公司）",84149385   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"150,000,000,000",黃崇仁,臺北市中山區南京東路三段70號15樓 地址所屬公司家數: 3  電子地圖
遠雄人壽保險事業股份有限公司,遠雄人壽保險事業股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,84703052   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"18,500,000,000",孟嘉仁,臺北市信義區松高路1號28樓 地址所屬公司家數: 1  電子地圖
和平電力股份有限公司,和平電力股份有限公司  Google搜尋  (出進口廠商英文名稱：HO-PING POWER COMPANY) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16096852   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",張安平,花蓮縣秀林鄉和平村和工二路7號 地址所屬公司家數: 3  電子地圖
台泥綠能股份有限公司,"台泥綠能股份有限公司  Google搜尋  (出進口廠商英文名稱：TCC Green Energy Corporation) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
107年03月01日 發文號1073311410變更名稱 （前名稱：東宇綠能股份有限公司）",23469224   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",呂克甫,彰化縣線西鄉塭仔村彰濱東一路11號 地址所屬公司家數: 3  電子地圖
中華票券金融股份有限公司,中華票券金融股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,12198359   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"16,787,000,000",張政權,臺北市內湖區堤頂大道二段99號4樓 地址所屬公司家數: 1  電子地圖
臺灣證券交易所股份有限公司,臺灣證券交易所股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,03559508   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"13,324,726,480",林修銘,臺北市信義區西村里8鄰信義路五段7號9樓 地址所屬公司家數: 1  電子地圖
榮成紙業股份有限公司,"榮成紙業股份有限公司  Google搜尋  (出進口廠商英文名稱：Longchen Paper & Packaging Co., Ltd.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",34202841   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"15,000,000,000",鄭瑛彬,彰化縣二林鎮廣興里廣興巷1之1號 地址所屬公司家數: 2  電子地圖
統一國際開發股份有限公司,統一國際開發股份有限公司  Google搜尋  (出進口廠商英文名稱：President International Development Corp.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16095002   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"15,000,000,000",羅智先,臺北市信義區松高路11號10樓 地址所屬公司家數: 5  電子地圖
凱友投資股份有限公司,凱友投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,84442590   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"15,000,000,000",陳國煇,臺南市永康區自強路340號 地址所屬公司家數: 7  電子地圖
華泰商業銀行股份有限公司,華泰商業銀行股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16831570   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"15,000,000,000",賴昭銑,臺北市中山區長安東路二段246號1樓、2樓、6樓、6樓之1、6樓之2 地址所屬公司家數: 1  電子地圖
哥本哈根基礎設施彰芳股份有限公司,哥本哈根基礎設施彰芳股份有限公司  Google搜尋  (出進口廠商英文名稱：CI CHANGFANG LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,52687706   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"13,700,000,000",William James Trenchard,臺北市信義區忠孝東路五段68號26樓 地址所屬公司家數: 15  電子地圖
精碟科技股份有限公司,精碟科技股份有限公司  Google搜尋  (出進口廠商英文名稱：PRODISC TECHNOLOGY INC.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,23826861   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"18,000,000,000",林明發,新北市五股區興珍里五權七路13號4樓 地址所屬公司家數: 1  電子地圖
台灣國際造船股份有限公司,"台灣國際造船股份有限公司  Google搜尋  (出進口廠商英文名稱：CSBC CORPORATION, TAIWAN) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
096年03月02日 發文號09601043050變更名稱 （前名稱：中國造船股份有限公司）",04695235   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",黃正弘,高雄市小港區中鋼路3號 地址所屬公司家數: 3  電子地圖
富邦金控創業投資股份有限公司,富邦金控創業投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,80032258   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",蔡明忠,臺北市信義區松高路77號10樓 地址所屬公司家數: 1  電子地圖
文曄科技股份有限公司,"文曄科技股份有限公司  Google搜尋  (出進口廠商英文名稱：WT MICROELECTRONICS CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",84498860   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",鄭文宗,新北市中和區平河里中正路738號14樓 地址所屬公司家數: 1  電子地圖
新光三越百貨股份有限公司,"新光三越百貨股份有限公司  Google搜尋  (出進口廠商英文名稱：SHINKONG MITSUKOSHI DEPARTMENT STORE CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",23525871   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"15,000,000,000",吳東昇,臺北市信義區松高路19號7、8、9樓 地址所屬公司家數: 1  電子地圖
